ID,Player Name,Drafting Team,NBA profile,College / High School,Draft Year,Pick N°,Position,Nationality,Birthdate,GP,GS,MPG,PPG,FGA,FGM,FG%,3PM,3PA,3P%,FTM,FTA,FT%,RPG,APG,SPG,BPG,TOPG,PO GP,PO MPG,PO PPG,PO FGM,PO FGA,PO FG%,PO 3PM,PO 3PA,PO 3P%,PO FTM,PO FTA,PO FT%,PO RPG,PO APG,PO SPG,PO BPG,PO TOPG,All-Star Games,CO GP,CO MPG,CO PPG,CO FG%,CO 3P%,CO FT%,CO RPG,CO APG,CO SPG,CO BPG,CO TOPG,MVP Awards,All-NBA Selections,All-Defensive selections,Finals MVP Awards,Hall of Fame Inductee,Height,Weight,League before Draft,Reason no stats
1933,Joey Dorsey,Portland Trail Blazers,/stats/player/201595/,Memphis,2008,33,Power Forward,USA,"Dec 16, 1983",130,26,11.5,2.6,1.1,2.0,53.4,0.0,0.0,0.0,0.5,1.2,37.5,3.9,0.4,0.5,0.3,0.7,6,2.2,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.3,50.0,0.7,0.3,0.0,0.0,0.2,0,38,25.2,6.9,64.7,00.0,37.8,9.5,0.5,1.1,1.9,1.1,0,0,0,0,0,2.05m) ,(118kg),College,
1934,Mario Chalmers,Minnesota Timberwolves,/stats/player/201596/,Kansas,2008,34,| Guard,USA,"May 19, 1986",646,400,26.7,8.9,3.0,7.2,41.7,1.2,3.3,35.1,1.7,2.2,79.3,2.5,3.7,1.5,0.2,1.9,99,29.0,8.8,3.1,7.2,42.9,1.2,3.3,35.7,1.4,1.9,74.2,2.5,3.2,1.2,0.2,1.7,0,39,30.0,12.8,51.6,46.8,74.6,3.1,4.3,2.5,0.6,1.9,0,0,0,0,0,(1.85m),(88kg),College,
1935,DeAndre Jordan,Los Angeles Clippers,/stats/player/201599/,Texas A&M,2008,35,| Center,USA,"Jul 21, 1988",911,740,27.6,9.4,3.8,5.6,67.2,0.0,0.0,8.3,1.8,3.8,47.4,10.7,1.0,0.6,1.6,1.4,57,31.2,9.8,3.5,5.4,66.2,0.0,0.0,0.0,2.7,6.7,40.4,11.3,0.8,0.8,2.0,1.4,1,35,20.1,7.9,61.7,-0,43.7,6.0,0.4,0.2,1.3,1.6,2 All-Defensive Team,3 All-NBA,0,0,0,(2.13m),(118kg),College,
1936,Omer Asik,Portland Trail Blazers,/stats/player/201600/,Fenerbahce S.K. (Turkey),2008,36,| Center,Turkey,"Jul 04, 1986",471,262,19.6,5.3,2.0,3.8,52.8,0.0,0.0,0.0,1.2,2.3,55.1,7.1,0.6,0.4,0.7,1.2,37,19.6,4.1,1.4,2.9,48.6,0.0,0.0,0.0,1.2,2.3,54.8,5.5,0.6,0.4,0.9,1.2,0,10,NaN,15.0,56.7,66.7,50.0,11.3,1.8,2.6,2.2,NaN,0,0,0,0,0,(2.13m),(100kg),International League,
1937,Luc Mbah a Moute,Milwaukee Bucks,/stats/player/201601/,California-Los Angeles,2008,37,| Forward,Cameroon,"Sep 09, 1986",689,453,23.3,6.4,2.4,5.4,45.4,0.3,0.9,33.4,1.2,1.8,65.9,4.1,0.9,0.9,0.4,0.9,32,23.9,5.8,2.1,4.9,41.8,0.3,1.2,21.6,1.4,2.1,66.7,3.7,0.7,0.7,0.3,0.7,0,33,29.0,8.8,47.8,20.0,68.9,6.0,1.5,1.0,0.5,1.9,0,0,0,0,0,(2.00m),(104kg),College,
1938,Kyle Weaver,Charlotte Bobcats,/stats/player/201602/,Washington State,2008,38,Shooting Guard,USA,"Feb 18, 1986",73,19,18.9,5.0,1.8,4.2,44.1,0.6,1.6,35.3,0.7,1.0,73.6,2.2,1.6,0.8,0.5,1.1,1,12.0,2.0,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,35,NaN,12.2,46.3,36.4,73.3,5.3,4.3,1.7,0.7,NaN,0,0,0,0,0,(1.96m),(93kg),College,
1939,Sonny Weems,Chicago Bulls,/stats/player/201603/,Arkansas,2008,39,Shooting Guard,USA,"Jul 08, 1986",183,47,18.2,6.5,2.8,6.0,46.5,0.2,0.7,28.3,0.7,1.0,70.2,2.2,1.4,0.5,0.2,1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,36,NaN,15.6,46.9,33.9,69.7,4.4,2.1,0.6,0.7,NaN,0,0,0,0,0,(1.98m),(91kg),College,
1940,Chris Douglas-Roberts,New Jersey Nets,/stats/player/201604/,Memphis,2008,40,Shooting Guard,USA,"Jan 08, 1987",222,61,19.7,7.1,2.6,5.9,43.9,0.4,1.1,32.9,1.5,1.8,83.1,2.1,1.1,0.6,0.2,0.9,4,17.4,9.5,2.8,4.0,68.8,1.0,2.0,50.0,3.0,3.5,85.7,2.0,0.5,0.0,0.0,1.0,0,40,28.7,18.1,54.1,41.3,71.2,4.1,1.8,1.2,0.5,2.1,0,0,0,0,0,(1.98m),(91kg),College,
1941,Nathan Jawai,Indiana Pacers,/stats/player/201605/,Cairns Taipans (Australia),2008,41,| Forward,Australia,"Oct 10, 1986",45,2,9.6,2.8,1.1,2.6,43.5,0.0,0.0,0.0,0.6,0.8,68.4,2.4,0.5,0.2,0.2,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,30,NaN,17.7,57.5,---,64.5,9.6,2.0,0.4,1.0,NaN,0,0,0,0,0,(2.08m),(129kg),International League,
1942,Sean Singletary,Sacramento Kings,/stats/player/201606/,Virginia,2008,42,| Guard,USA,"Sep 06, 1985",37,2,8.2,2.4,0.8,2.3,36.5,0.3,0.7,40.0,0.5,0.6,85.7,0.9,0.8,0.3,0.0,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,33,NaN,19.8,42.6,36.7,85.1,3.8,6.1,1.8,0.0,NaN,0,0,0,0,0,(1.83m),(84kg),College,
1943,Patrick Ewing,Sacramento Kings,/stats/player/201607/,Georgetown,2008,43,| Forward,USA,"May 20, 1984",7,0,2.7,0.4,0.0,0.7,0.0,0.0,0.3,0.0,0.4,0.6,75.0,0.3,0.3,0.0,0.1,0.1,2,1.0,1.5,0.5,0.5,100,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34,NaN,6.1,52.9,28.3,65.8,4.2,1.8,1.0,0.7,NaN,0,0,0,0,0,(2.03m),(109kg),College,
1944,Ante Tomic,Utah Jazz,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=3741:ante-tomic&catid=202&Itemid=342,KK Zagreb (Croatia),2008,44,Power Forward,Croatian,2/17/1987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,26,NaN,NaN,60.7,50.0,73.5,7.2,1.7,1.2,0.6,NaN,0,0,0,0,0,(2.16m),(107kg),International League,
1945,Goran Dragic,San Antonio Spurs,/stats/player/201609/,KK Olimpija (Slovenia),2008,45,| Guard,Slovenia,"May 06, 1986",841,519,28.0,14.0,5.1,11.0,46.4,1.2,3.4,36.4,2.5,3.3,76.6,3.1,4.8,1.0,0.2,2.3,52,27.3,14.8,5.5,12.5,44.4,1.4,4.1,34.6,2.3,3.0,76.4,3.5,3.6,0.6,0.1,1.9,1,28,NaN,12.0,61.0,47.1,72.5,3.5,3.1,1.7,0.3,NaN,1 All-NBA,0,0,0,0,(1.93m),(82kg),International League,
1946,Trent Plaisted,Oklahoma City Thunder,/stats/player/201610/,Brigham Young,2008,46,Center,,"Oct 20, 1986",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,35,NaN,15.6,54.2,---,54.2,7.7,1.5,0.4,1.0,NaN,0,0,0,0,0,(2.11m),(111kg),College,
1947,Henry Walker,Washington Wizards,/stats/player/201611/,Kansas State,2008,47,| Forward,USA,"Oct 09, 1987",181,35,16.7,6.0,2.1,4.8,44.6,1.0,2.8,36.9,0.6,0.9,76.0,2.2,0.8,0.5,0.1,0.8,8,12.4,3.1,1.1,4.0,28.1,0.4,1.4,27.3,0.5,0.6,80.0,1.6,0.5,0.9,0.0,1.1,0,31,27.3,16.1,46.5,30.7,73.7,6.3,1.9,0.9,0.5,2.6,0,0,0,0,0,,,,
1948,Malik Hairston,Phoenix Suns,/stats/player/201612/,Oregon,2008,48,| Guard,USA,"Feb 23, 1987",62,0,7.6,2.4,1.0,2.0,51.2,0.0,0.2,16.7,0.3,0.6,51.4,1.2,0.5,0.2,0.3,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,31,NaN,16.3,52.5,43.3,73.2,4.8,2.1,0.6,0.8,NaN,0,0,0,0,0,(1.98m),(100kg),College,
1949,Richard Hendrix,Golden State Warriors,/stats/player/201613/,Alabama,2008,49,Power Forward,,"Nov 15, 1986",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,32,NaN,NaN,59.8,28.6,53.7,10.1,1.6,1.3,2.0,NaN,0,0,0,0,0,(2.03m),(113kg),College,
1950,DeVon Hardin,Oklahoma City Thunder,https://www.thedraftreview.com/index.php?option=com_content&view=article&id=3740:devon-hardin&catid=202&Itemid=342,California,2008,50,Power Forward,American,9/7/1986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,30,NaN,9.3,55.4,---,63.6,7.4,0.7,0.6,1.2,NaN,0,0,0,0,0,(2.11m),(113kg),College,
1951,Blake Griffin,Los Angeles Clippers,/stats/player/201933/,Oklahoma,2009,1,| Forward,USA,"Mar 16, 1989",642,642,34.7,21.4,8.0,16.1,49.5,0.7,2.1,33.1,4.7,6.8,69.5,8.7,4.4,0.9,0.5,2.6,53,35.3,21.2,8.2,16.7,49.0,0.2,0.7,36.1,4.6,6.3,73.0,8.5,4.0,1.1,0.9,2.5,5,35,33.3,22.7,65.4,37.5,59.0,14.4,2.3,1.1,1.2,3.3,5 All-NBA,0,0,0,0,(2.05m),(111kg),College,
1952,Hasheem Thabeet,Memphis Grizzlies,/stats/player/201934/,Connecticut,2009,2,| Center,Tanzania,"Feb 16, 1987",224,20,10.5,2.2,0.8,1.4,56.7,0.0,0.0,0.0,0.5,0.9,57.8,2.7,0.1,0.3,0.8,0.5,6,5.5,0.3,0.2,0.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.3,0,36,31.8,13.6,64.0,-0,62.7,10.8,0.5,0.6,4.2,1.9,0,0,0,0,0,(2.21m),(120kg),College,
1953,James Harden,Oklahoma City Thunder,/stats/player/201935/,Arizona State,2009,3,| Guard,USA,"Aug 26, 1989",865,652,34.4,25.2,7.4,16.7,44.5,2.8,7.7,36.5,7.5,8.7,85.8,5.4,6.5,1.6,0.5,3.7,128,35.3,23.5,7.0,16.6,42.5,2.5,7.5,33.0,6.9,8.0,86.5,5.4,5.8,1.7,0.5,3.5,9,35,35.8,20.1,48.9,35.6,75.6,5.6,4.2,1.7,0.3,3.4,7 All-NBA,1 NBA Most Valuable Player,0,0,0,(1.96m),(100kg),College,
1954,Tyreke Evans,Sacramento Kings,/stats/player/201936/,Memphis,2009,4,Shooting Guard/Point Guard,USA,"Sep 19, 1989",594,426,30.7,15.7,5.9,13.4,44.0,0.8,2.6,32.3,3.1,4.1,75.7,4.6,4.8,1.2,0.4,2.5,8,26.2,12.6,4.4,11.4,38.5,1.6,3.9,41.9,2.3,3.9,58.1,4.6,2.9,1.0,0.3,1.5,0,37,29.0,17.1,45.5,27.4,71.1,5.4,3.9,2.1,0.8,3.6,0,0,0,0,0,(1.96m),(88kg),College,
1955,Ricky Rubio,Minnesota Timberwolves,/stats/player/201937/,Joventut Badalona (Spain),2009,5,| Guard,Spain,"Oct 21, 1990",598,562,30.6,11.1,3.6,9.2,39.1,0.9,2.6,32.7,3.0,3.6,84.1,4.2,7.7,1.8,0.1,2.7,11,31.7,14.6,5.1,13.2,38.6,1.3,4.7,26.9,3.2,3.9,81.4,5.5,7.7,1.8,0.4,3.0,0,22,NaN,10.0,40.1,43.4,80.6,2.6,6.1,2.2,0.1,NaN,0,0,0,0,0,(1.93m),(79kg),International League,
1956,Jonny Flynn,Minnesota Timberwolves,/stats/player/201938/,Syracuse,2009,6,| Guard,USA,"Feb 06, 1989",163,90,22.9,9.2,3.4,8.5,40.0,0.7,2.1,33.8,1.7,2.2,80.9,1.9,3.9,0.7,0.0,2.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0, (1.83),(84 kg),College,
1957,Stephen Curry,Golden State Warriors,/stats/player/201939/,Davidson,2009,7,| Guard,USA,"Mar 14, 1988",735,729,34.3,23.8,8.2,17.2,47.6,3.6,8.4,43.3,3.7,4.1,90.7,4.6,6.6,1.7,0.2,3.1,112,37.8,26.5,8.7,19.4,45.0,4.2,10.5,40.1,4.8,5.3,90.6,5.4,6.3,1.6,0.3,3.5,7,34,33.7,28.6,45.4,38.7,87.6,4.4,5.6,2.5,0.2,3.7,6 All-NBA,2 NBA Most Valuable Player,0,0,0,(1.85m),(82kg),College,
1958,Jordan Hill,New York Knicks,/stats/player/201941/,Arizona,2009,8,| Forward-Center,USA,"Jul 27, 1987",409,120,18.8,7.9,3.3,6.7,49.7,0.0,0.1,13.6,1.3,1.8,69.9,5.8,0.8,0.4,0.7,1.0,20,13.2,3.4,1.4,3.3,42.4,0.0,0.0,0.0,0.6,0.8,68.8,4.7,0.2,0.2,0.5,0.4,0,34,35.7,18.3,53.7,-0,65.4,11.0,1.5,0.9,1.7,2.9,0,0,0,0,0, (2.08),(102kg),College,
1959,DeMar DeRozan,Toronto Raptors,/stats/player/201942/,Southern California,2009,9,| Guard-Forward,USA,"Aug 07, 1989",850,838,34.1,20.1,7.2,15.7,45.9,0.4,1.5,28.4,5.3,6.3,83.1,4.4,3.7,1.0,0.3,2.0,58,37.3,21.9,7.8,18.8,41.8,0.4,1.8,23.3,5.8,6.8,85.1,4.6,3.6,1.1,0.2,2.3,4,35,33.4,13.9,52.3,16.7,64.6,5.7,1.5,0.9,0.4,2.1,2 All-NBA,0,0,0,0,(1.98m),(95kg),College,
1960,Brandon Jennings,Milwaukee Bucks,/stats/player/201943/,Pallacanestro Virtus Roma (Italy),2009,10,| Guard,USA,"Sep 23, 1989",555,429,30.3,14.1,5.0,12.8,38.7,1.6,4.8,34.5,2.5,3.1,79.6,3.0,5.7,1.2,0.2,2.2,25,22.6,8.9,3.2,8.6,37.2,0.8,3.4,23.8,1.7,2.2,79.6,2.0,2.6,0.8,0.2,1.1,0,27,NaN,5.5,47.9,20.7,64.5,1.6,2.3,1.5,0.0,NaN,0,0,0,0,0,(1.85m),(75kg),International League,
1961,Terrence Williams,New Jersey Nets,/stats/player/201944/,Louisville,2009,11,| Guard-Forward,USA,"Jun 28, 1987",153,9,19.1,7.1,2.9,6.9,41.2,0.4,1.2,31.7,1.0,1.5,65.9,3.6,2.4,0.5,0.1,1.5,5,9.6,1.0,0.4,2.0,20.0,0.0,0.6,0.0,0.2,0.4,50.0,2.0,1.2,0.0,0.2,0.8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,(1.98m),(95kg),College,
1962,Gerald Henderson,Charlotte Bobcats,/stats/player/201945/,Duke,2009,12,| Guard,USA,"Dec 09, 1987",535,333,25.9,11.2,4.2,9.6,44.0,0.5,1.4,32.7,2.3,2.9,79.3,3.2,1.9,0.7,0.3,1.2,15,23.5,7.7,2.9,7.9,37.0,0.5,1.9,25.0,1.3,1.9,69.0,3.4,1.7,0.7,0.3,0.7,0,37,29.7,16.5,45.0,33.6,76.1,4.9,2.5,1.2,0.8,2.2,0,0,0,0,0,(1.98m),(93kg),College,
1963,Tyler Hansbrough,Indiana Pacers,/stats/player/201946/,North Carolina,2009,13,Power Forward,USA,"Nov 03, 1985",428,50,16.9,6.7,2.2,5.0,43.9,0.0,0.1,13.6,2.3,3.1,73.8,4.2,0.4,0.5,0.2,0.7,44,14.8,4.4,1.5,4.1,36.1,0.0,0.0,0.0,1.5,2.1,68.8,3.1,0.5,0.4,0.1,0.8,0,34,30.3,20.7,51.4,39.1,84.1,8.1,1.0,1.2,0.4,1.9,0,0,0,0,0,(2.05m),(111kg),College,
1964,Earl Clark,Phoenix Suns,/stats/player/201947/,Louisville,2009,14,| Forward,USA,"Jan 17, 1988",261,54,13.9,4.4,1.7,4.3,40.3,0.3,1.0,32.8,0.6,0.9,66.4,3.0,0.5,0.3,0.5,0.7,15,13.4,3.1,1.3,3.5,35.8,0.1,0.5,28.6,0.4,0.6,66.7,3.5,0.3,0.4,0.5,0.8,0,37,34.3,14.2,45.7,32.6,64.7,8.7,3.2,1.0,1.4,3.2,0,0,0,0,0,(2.03m),(100kg),College,
1965,Austin Daye,Detroit Pistons,/stats/player/201948/,Gonzaga,2009,15,| Forward,USA,"Jun 05, 1988",293,29,14.1,5.2,1.9,4.8,40.2,0.6,1.8,35.1,0.7,0.9,77.8,2.6,0.7,0.4,0.4,0.7,5,5.2,1.4,0.6,2.0,30.0,0.0,0.2,0.0,0.2,0.2,100,0.4,0.0,0.0,0.2,0.2,0,34,26.3,12.7,47.7,42.9,70.6,6.8,1.1,0.7,2.1,2.1,0,0,0,0,0,(2.08m),(91kg),College,
1966,James Johnson,Chicago Bulls,/stats/player/201949/,Wake Forest,2009,16,| Forward,USA,"Feb 20, 1987",663,221,20.5,7.9,3.1,6.5,47.6,0.5,1.7,30.7,1.2,1.7,69.0,3.6,2.1,0.8,0.9,1.4,24,13.2,4.8,1.8,3.8,46.7,0.5,1.2,46.4,0.8,1.4,54.5,2.3,1.3,0.4,0.3,0.8,0,31,30.5,15.0,54.2,31.9,69.7,8.5,2.0,1.4,1.5,2.4,0,0,0,0,0,(2.03m),(107kg),College,
1967,Jrue Holiday,Philadelphia 76ers,/stats/player/201950/,California-Los Angeles,2009,17,| Guard,USA,"Jun 12, 1990",740,664,33.2,15.8,6.3,13.8,45.4,1.3,3.7,35.5,2.0,2.6,77.7,3.9,6.3,1.5,0.5,2.7,30,36.2,17.0,6.4,14.2,45.3,1.6,4.1,38.7,2.5,3.1,80.6,4.5,5.5,1.4,0.5,2.2,1,35,27.1,8.5,45.0,30.7,72.6,3.8,3.7,1.6,0.5,2.1,2 All-Defensive Team,0,0,0,0,(1.93m),(93kg),College,
1968,Ty Lawson,Minnesota Timberwolves,/stats/player/201951/,North Carolina,2009,18,| Guard,USA,"Nov 03, 1987",551,345,29.2,12.7,4.5,9.8,46.0,0.9,2.4,35.9,2.7,3.6,77.0,2.7,6.0,1.2,0.1,2.1,36,25.9,12.0,4.4,9.7,45.8,0.8,2.3,33.3,2.3,2.9,79.2,2.3,4.2,0.9,0.1,1.2,0,35,29.9,16.6,53.2,47.2,79.8,3.0,6.6,2.1,0.1,1.9,0,0,0,0,0,(1.80m),(87kg),College,
1969,Jeff Teague,Atlanta Hawks,/stats/player/201952/,Wake Forest,2009,19,| Guard,USA,"Jun 10, 1988",800,597,27.2,12.3,4.4,9.8,44.3,0.9,2.4,35.8,2.8,3.3,84.5,2.4,5.6,1.2,0.3,2.2,71,29.3,13.5,4.7,11.5,41.0,1.0,2.8,33.7,3.1,3.6,85.6,2.6,4.8,0.9,0.4,2.1,1,31,32.0,18.8,48.5,44.1,81.7,3.3,3.5,1.9,0.6,3.4,0,0,0,0,0,(1.88m),(82kg),College,
1970,Eric Maynor,Utah Jazz,/stats/player/201953/,Virginia Commonwealth,2009,20,Point Guard,USA,"Jun 11, 1987",267,2,14.6,4.3,1.6,4.2,39.2,0.4,1.2,35.0,0.6,0.8,72.1,1.3,2.8,0.4,0.1,1.1,23,12.9,4.5,1.5,4.2,36.1,0.4,1.3,32.3,1.0,1.3,80.0,1.3,2.0,0.4,0.0,0.9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,(1.88m),(75kg),College,
1971,Darren Collison,New Orleans Hornets,/stats/player/201954/,California-Los Angeles,2009,21,| Guard,USA,"Aug 23, 1987",708,517,29.4,12.5,4.6,9.8,47.1,0.9,2.3,39.4,2.4,2.8,85.3,2.7,5.0,1.2,0.1,2.0,40,23.3,9.5,3.5,8.0,43.6,0.5,1.6,33.3,2.0,2.4,83.5,2.2,3.3,0.9,0.1,1.3,0,35,31.5,14.4,50.9,39.4,89.7,2.4,4.7,1.6,0.1,2.5,0,0,0,0,0,(1.85m),(75kg),College,
1972,Victor Claver,Portland Trail Blazers,/stats/player/201964/,Valencia BC (Spain),2009,22,Small Forward,Spain,"Aug 30, 1988",80,16,13.4,3.2,1.3,3.1,39.8,0.4,1.5,29.3,0.3,0.5,58.5,2.2,0.7,0.4,0.2,0.7,2,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.5,0.0,0.0,0.0,0.5,0,16,NaN,8.2,52.9,40.5,69.4,4.5,0.6,1.1,0.5,NaN,0,0,0,0,0,(2.08m),(100kg),International League,
1973,Omri Casspi,Sacramento Kings,/stats/player/201956/,Maccabi Tel Aviv B.C. (Israel),2009,23,Small Forward,Israel,"Jun 22, 1988",588,145,20.3,7.9,2.9,6.4,45.4,0.8,2.3,36.8,1.2,1.8,67.8,4.0,1.1,0.6,0.2,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,21,NaN,12.6,63.7,42.5,75.0,4.4,1.8,0.8,0.2,NaN,0,0,0,0,0,(2.03m),(100kg),International League,
1974,Byron Mullens,Dallas Mavericks,/stats/player/201957/,Ohio State,2009,24,| Center,USA,"Feb 14, 1989",189,66,18.2,7.4,2.9,7.2,40.8,0.6,1.8,31.9,0.9,1.3,70.6,4.2,0.8,0.4,0.5,1.0,1,4.2,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0,33,20.3,8.8,63.8,0.0,55.9,4.7,0.3,0.5,1.1,1.5,0,0,0,0,0,,,,
1975,Rodrigue Beaubois,Oklahoma City Thunder,/stats/player/201958/,Cholet Basket (France),2009,25,| Guard,France,"Feb 24, 1988",182,54,15.9,7.1,2.8,6.3,43.9,0.7,2.2,32.5,0.8,1.0,81.0,1.9,2.1,0.7,0.3,1.1,6,7.1,3.5,1.5,3.5,42.9,0.3,1.2,28.6,0.2,0.5,33.3,1.2,1.0,0.0,0.0,0.7,0,29,NaN,10.0,47.3,31.7,58.3,2.5,2.3,1.1,0.2,NaN,0,0,0,0,0,(1.88m),(77kg),International League,
1976,Taj Gibson,Chicago Bulls,/stats/player/201959/,Southern California,2009,26,| Forward,USA,"Jun 24, 1985",812,440,25.0,9.4,3.9,7.6,51.5,0.0,0.2,22.7,1.6,2.2,70.9,6.2,1.0,0.6,1.0,1.2,66,21.9,8.0,3.2,6.2,51.5,0.0,0.0,0.0,1.6,2.2,70.7,4.7,0.6,0.3,1.0,0.9,0,35,33.7,14.3,60.1,---,65.9,9.0,1.3,1.0,2.9,2.1,0,0,0,0,0,(2.05m),(102kg),College,
1977,DeMarre Carroll,Memphis Grizzlies,/stats/player/201960/,Missouri,2009,27,| Forward,USA,"Jul 27, 1986",578,339,23.7,8.9,3.1,7.3,43.0,1.1,3.2,35.8,1.5,2.1,74.1,4.2,1.3,0.9,0.3,0.9,64,27.4,8.9,3.2,7.5,42.6,1.2,3.5,35.3,1.2,1.6,75.2,4.3,1.1,0.9,0.3,0.8,0,38,28.0,16.6,55.8,36.4,63.4,7.2,2.2,1.6,0.7,1.5,0,0,0,0,0,(2.03m),(102kg),College,
1978,Wayne Ellington,Minnesota Timberwolves,/stats/player/201961/,North Carolina,2009,28,| Guard,USA,"Nov 29, 1987",710,190,21.1,8.1,2.9,7.2,41.0,1.5,4.0,38.1,0.7,0.8,84.1,2.2,1.1,0.5,0.1,0.7,11,22.3,7.1,2.3,6.9,32.9,1.9,5.3,36.2,0.6,0.6,100,2.3,0.9,0.5,0.2,0.6,0,38,30.4,15.8,48.3,41.7,77.7,4.9,2.7,0.9,0.2,1.6,0,0,0,0,0,(1.93m),(91kg),College,
1979,Toney Douglas,Los Angeles Lakers,/stats/player/201962/,Florida State,2009,29,Point Guard,USA,"Mar 16, 1986",394,65,19.1,7.6,2.8,6.9,40.4,1.1,3.2,35.4,1.0,1.2,82.4,2.2,2.3,0.9,0.1,1.0,15,10.0,3.7,1.3,3.4,37.3,0.7,1.6,41.7,0.5,0.5,87.5,1.1,1.0,0.1,0.0,0.3,0,35,36.5,21.5,44.6,38.5,81.0,3.9,2.9,1.8,0.4,2.5,0,0,0,0,0,(1.88m),(91kg),College,
1980,Christian Eyenga,Cleveland Cavaliers,/stats/player/201963/,CB Prat (Spain),2009,30,| Forward,Congo,"Jun 22, 1989",51,18,20.6,6.3,2.7,6.5,41.1,0.5,1.8,27.7,0.4,0.7,61.1,2.7,0.8,0.7,0.6,1.0,3,3.1,1.3,0.7,1.0,66.7,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.3,0.3,0.3,0.3,0,27,NaN,12.9,48.7,34.1,72.0,5.1,0.7,1.1,1.5,NaN,0,0,0,0,0,(1.98m),(95kg),International League,
1981,Jeff Ayres,Sacramento Kings,/stats/player/201965/,Arizona State,2009,31,| Forward-Center,USA,"Apr 29, 1987",237,15,9.8,2.9,1.2,2.2,55.3,0.0,0.0,40.0,0.5,0.6,77.6,2.7,0.4,0.2,0.3,0.6,38,4.6,1.2,0.5,1.2,39.1,0.0,0.0,0.0,0.2,0.3,69.2,1.2,0.2,0.1,0.1,0.1,0,35,32.5,14.5,66.0,0.0,77.9,8.2,0.9,0.5,0.9,1.2,0,0,0,0,0,,,,
1982,Jermaine Taylor,Washington Wizards,/stats/player/201966/,Central Florida,2009,32,Shooting Guard,USA,"Dec 08, 1986",65,12,12.1,5.4,2.1,4.8,44.1,0.3,1.0,28.4,0.8,1.1,73.0,1.7,0.7,0.4,0.1,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,31,31.9,26.2,48.0,37.6,81.2,5.2,1.9,1.3,0.8,2.8,0,0,0,0,0,1.93m) ,(93kg),College,
